trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.2, 'e': 0.6289999999999997}",30,12,-74.17194325152002,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
372,False,"{'a': 0.2, 'e': 0.6279999999999997}",25,0,-2.6679306215541265,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
373,False,"{'a': 0.2, 'e': 0.6269999999999997}",25,0,-84.83287156664288,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
374,False,"{'a': 0.2, 'e': 0.6259999999999997}",25,0,-92.93487110291554,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
375,False,"{'a': 0.2, 'e': 0.6249999999999997}",20,0,-43.520207016196174,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
376,False,"{'a': 0.2, 'e': 0.6239999999999997}",25,16,-23.887705995637774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.2, 'e': 0.6229999999999997}",20,0,-98.21133050133025,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
378,False,"{'a': 0.2, 'e': 0.6219999999999997}",30,7,-86.1374799669402,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
379,False,"{'a': 0.2, 'e': 0.6209999999999997}",25,4,-34.65567075980059,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.6199999999999997}",25,0,-226.31596554741995,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 5}",0
381,False,"{'a': 0.2, 'e': 0.6189999999999997}",20,0,-66.00227484610384,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
382,False,"{'a': 0.2, 'e': 0.6179999999999997}",30,22,-41.486380427391865,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
383,False,"{'a': 0.2, 'e': 0.6169999999999997}",25,0,-31.58079836627057,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
384,False,"{'a': 0.2, 'e': 0.6159999999999997}",25,0,-66.45703478848392,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
385,False,"{'a': 0.2, 'e': 0.6149999999999997}",30,0,-64.2637159726438,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
386,False,"{'a': 0.2, 'e': 0.6139999999999997}",25,0,-72.4980243065186,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
387,False,"{'a': 0.2, 'e': 0.6129999999999997}",20,9,-7.710469583496344,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.6119999999999997}",20,0,-33.048253271720185,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
389,False,"{'a': 0.2, 'e': 0.6109999999999997}",25,14,-49.4622650897575,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
390,False,"{'a': 0.2, 'e': 0.6099999999999997}",30,12,-2.3713413646473533,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.6089999999999997}",20,14,-5.844993110799176,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.6079999999999997}",25,3,2.394682996477837,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.6069999999999997}",20,0,-101.22409370362205,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
394,False,"{'a': 0.2, 'e': 0.6059999999999997}",35,2,-140.83573402664612,"{0: 23, 1: 1, 2: 5, 3: 2, 4: 2}",1
395,False,"{'a': 0.2, 'e': 0.6049999999999996}",25,4,-87.61189005057831,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 2}",1
396,False,"{'a': 0.2, 'e': 0.6039999999999996}",20,13,-1.880519417231702,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.6029999999999996}",25,0,-78.58728519391225,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
398,False,"{'a': 0.2, 'e': 0.6019999999999996}",25,0,-25.184548001812306,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
399,False,"{'a': 0.2, 'e': 0.6009999999999996}",20,0,-112.30432154602062,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
400,False,"{'a': 0.2, 'e': 0.5999999999999996}",30,13,-25.354313040896272,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.5989999999999996}",25,0,-29.871545453602657,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
402,False,"{'a': 0.2, 'e': 0.5979999999999996}",30,8,-85.91785659831098,"{0: 14, 1: 1, 2: 4, 3: 3, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.5969999999999996}",25,0,-138.3376672914314,"{0: 15, 1: 5, 2: 1, 3: 2, 4: 2}",0
404,False,"{'a': 0.2, 'e': 0.5959999999999996}",30,0,-141.7842726379677,"{0: 19, 1: 0, 2: 7, 3: 3, 4: 1}",0
405,False,"{'a': 0.2, 'e': 0.5949999999999996}",30,0,-91.60988209935753,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",1
406,False,"{'a': 0.2, 'e': 0.5939999999999996}",25,0,-24.595643280699495,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.5929999999999996}",25,0,-37.46096441585737,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
408,False,"{'a': 0.2, 'e': 0.5919999999999996}",25,4,-102.32527543587851,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 1}",1
409,False,"{'a': 0.2, 'e': 0.5909999999999996}",25,0,-44.14111618996689,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
410,False,"{'a': 0.2, 'e': 0.5899999999999996}",25,0,-94.26357976099327,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
411,False,"{'a': 0.2, 'e': 0.5889999999999996}",20,0,-17.95735454657257,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.5879999999999996}",25,0,8.840273312250432,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.2, 'e': 0.5869999999999996}",20,5,-48.3998800024447,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
414,False,"{'a': 0.2, 'e': 0.5859999999999996}",25,0,-65.16102082832174,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
415,False,"{'a': 0.2, 'e': 0.5849999999999996}",30,10,-48.26195917370397,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",1
416,False,"{'a': 0.2, 'e': 0.5839999999999996}",25,0,-55.694633621764,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
417,False,"{'a': 0.2, 'e': 0.5829999999999996}",30,2,-1.5118347355179116,"{0: 24, 1: 3, 2: 0, 3: 1, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.5819999999999996}",20,0,-98.11794542946382,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
419,False,"{'a': 0.2, 'e': 0.5809999999999996}",20,0,-38.48814738755889,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
420,False,"{'a': 0.2, 'e': 0.5799999999999996}",20,0,-133.56038312199647,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
421,False,"{'a': 0.2, 'e': 0.5789999999999996}",35,0,-130.69486852968896,"{0: 26, 1: 4, 2: 2, 3: 0, 4: 3}",0
422,False,"{'a': 0.2, 'e': 0.5779999999999996}",20,6,-45.06882596979769,"{0: 7, 1: 5, 2: 1, 3: 1, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.5769999999999996}",25,0,-9.770212493836343,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
424,False,"{'a': 0.2, 'e': 0.5759999999999996}",30,3,-80.16634600885308,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",1
425,False,"{'a': 0.2, 'e': 0.5749999999999996}",30,0,-65.54202057470567,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
426,False,"{'a': 0.2, 'e': 0.5739999999999996}",30,0,-58.79963440322171,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
427,False,"{'a': 0.2, 'e': 0.5729999999999996}",25,20,9.769671294017275,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.5719999999999996}",20,11,-0.8135608695655956,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.5709999999999996}",30,0,-68.31805806893956,"{0: 20, 1: 6, 2: 2, 3: 2, 4: 0}",0
430,False,"{'a': 0.2, 'e': 0.5699999999999996}",25,0,-61.76106180839857,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
431,False,"{'a': 0.2, 'e': 0.5689999999999996}",25,0,6.370924832709479,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
432,False,"{'a': 0.2, 'e': 0.5679999999999996}",30,0,-54.715284862783655,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
433,False,"{'a': 0.2, 'e': 0.5669999999999996}",25,0,-117.07206560740326,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",1
434,False,"{'a': 0.2, 'e': 0.5659999999999996}",20,0,-79.8853059047568,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
435,False,"{'a': 0.2, 'e': 0.5649999999999996}",20,2,-38.90181651123591,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
436,False,"{'a': 0.2, 'e': 0.5639999999999996}",25,11,-17.755846141846668,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.5629999999999996}",20,16,7.435216910295438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.5619999999999996}",25,0,-59.293788109672676,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
439,False,"{'a': 0.2, 'e': 0.5609999999999996}",20,0,-125.35693457791076,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
440,False,"{'a': 0.2, 'e': 0.5599999999999996}",20,8,-27.67802966626692,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.5589999999999996}",25,0,-74.63497024663994,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
442,False,"{'a': 0.2, 'e': 0.5579999999999996}",20,0,-17.985977104114284,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
443,False,"{'a': 0.2, 'e': 0.5569999999999996}",20,0,-52.926895213917945,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
444,False,"{'a': 0.2, 'e': 0.5559999999999996}",30,0,-50.09696832266913,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
445,False,"{'a': 0.2, 'e': 0.5549999999999996}",25,20,8.00375905080191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.5539999999999996}",20,0,-19.83744835409083,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
447,False,"{'a': 0.2, 'e': 0.5529999999999996}",30,0,-79.45142077175029,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
448,False,"{'a': 0.2, 'e': 0.5519999999999996}",20,5,-20.352879538694285,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.5509999999999996}",20,9,-1.673469547932945,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.5499999999999996}",30,22,10.704895281157386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.5489999999999996}",25,8,-115.43618795900325,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
452,False,"{'a': 0.2, 'e': 0.5479999999999996}",30,6,-23.413920945528126,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.5469999999999996}",30,0,-87.43879841928342,"{0: 18, 1: 4, 2: 7, 3: 1, 4: 0}",0
454,False,"{'a': 0.2, 'e': 0.5459999999999996}",20,0,-13.96146854318678,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
455,False,"{'a': 0.2, 'e': 0.5449999999999996}",25,9,-75.4307540043945,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
456,False,"{'a': 0.2, 'e': 0.5439999999999996}",30,0,-36.90272867454004,"{0: 23, 1: 4, 2: 1, 3: 2, 4: 0}",0
457,False,"{'a': 0.2, 'e': 0.5429999999999996}",20,0,-45.45112126415812,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
458,False,"{'a': 0.2, 'e': 0.5419999999999996}",30,13,-74.0317639756193,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
459,False,"{'a': 0.2, 'e': 0.5409999999999996}",25,17,7.0954260939270455,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.5399999999999996}",25,15,-37.315418847465224,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.5389999999999996}",20,0,-75.45533686416192,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
462,False,"{'a': 0.2, 'e': 0.5379999999999996}",20,10,7.693908594956223,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.2, 'e': 0.5369999999999996}",20,1,-34.73530844556974,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
464,False,"{'a': 0.2, 'e': 0.5359999999999996}",25,0,-27.476775106984412,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
465,False,"{'a': 0.2, 'e': 0.5349999999999996}",30,3,-2.1741301473534165,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.5339999999999996}",20,10,-111.81586469531553,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 2}",1
467,False,"{'a': 0.2, 'e': 0.5329999999999996}",25,0,-73.86656773957175,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
468,False,"{'a': 0.2, 'e': 0.5319999999999996}",20,0,-56.86949266411148,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
469,False,"{'a': 0.2, 'e': 0.5309999999999996}",30,0,-59.150614014455044,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
470,False,"{'a': 0.2, 'e': 0.5299999999999996}",20,8,-44.13853165999113,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
471,False,"{'a': 0.2, 'e': 0.5289999999999996}",20,8,-20.85552560340323,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
472,False,"{'a': 0.2, 'e': 0.5279999999999996}",25,13,-25.62124693455802,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.5269999999999996}",20,0,-113.44197760104976,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
474,False,"{'a': 0.2, 'e': 0.5259999999999996}",30,12,-41.84313160910821,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
475,False,"{'a': 0.2, 'e': 0.5249999999999996}",20,4,15.161861390530243,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.5239999999999996}",25,10,-29.361416070980244,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
477,False,"{'a': 0.2, 'e': 0.5229999999999996}",35,0,-103.03253179599076,"{0: 26, 1: 2, 2: 3, 3: 3, 4: 1}",0
478,False,"{'a': 0.2, 'e': 0.5219999999999996}",20,14,4.572119332021929,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.5209999999999996}",20,0,-153.00468309009676,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
480,False,"{'a': 0.2, 'e': 0.5199999999999996}",25,0,-4.3923047279913385,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
481,False,"{'a': 0.2, 'e': 0.5189999999999996}",25,3,-19.186989423938247,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.5179999999999996}",25,13,-8.216675208679227,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
483,False,"{'a': 0.2, 'e': 0.5169999999999996}",20,0,-52.08510657705054,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
484,False,"{'a': 0.2, 'e': 0.5159999999999996}",25,0,-23.02028931930817,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
485,False,"{'a': 0.2, 'e': 0.5149999999999996}",20,5,-29.606973078146297,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.5139999999999996}",35,14,-77.88239611061655,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 2}",1
487,False,"{'a': 0.2, 'e': 0.5129999999999996}",20,10,9.226568908527277,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.2, 'e': 0.5119999999999996}",20,0,-30.536041599023427,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
489,False,"{'a': 0.2, 'e': 0.5109999999999996}",30,0,-42.09059957388212,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
490,False,"{'a': 0.2, 'e': 0.5099999999999996}",25,0,-2.8158071968914413,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
491,False,"{'a': 0.2, 'e': 0.5089999999999996}",20,0,-32.98698496532353,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
492,False,"{'a': 0.2, 'e': 0.5079999999999996}",25,0,-34.11645782311319,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
493,False,"{'a': 0.2, 'e': 0.5069999999999996}",20,12,13.407454654204196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.2, 'e': 0.5059999999999996}",25,0,-106.11622343382976,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
495,False,"{'a': 0.2, 'e': 0.5049999999999996}",25,3,-72.35046570970128,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 1}",1
496,False,"{'a': 0.2, 'e': 0.5039999999999996}",25,2,-4.793841572213503,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.2, 'e': 0.5029999999999996}",25,0,-14.661652219142324,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
498,False,"{'a': 0.2, 'e': 0.5019999999999996}",30,20,20.62406476153599,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.2, 'e': 0.5009999999999996}",20,7,-44.1622199536753,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
500,False,"{'a': 0.2, 'e': 0.49999999999999956}",25,10,-26.37557238926344,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
501,False,"{'a': 0.2, 'e': 0.49899999999999956}",30,16,-39.43999718897771,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
502,False,"{'a': 0.2, 'e': 0.49799999999999955}",20,13,-1.0925067451186652,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.2, 'e': 0.49699999999999955}",25,0,-66.3565872781841,"{0: 18, 1: 5, 2: 0, 3: 1, 4: 1}",0
504,False,"{'a': 0.2, 'e': 0.49599999999999955}",20,4,-120.76981742697616,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 3}",1
505,False,"{'a': 0.2, 'e': 0.49499999999999955}",20,0,4.158695025684196,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
506,False,"{'a': 0.2, 'e': 0.49399999999999955}",20,14,-4.118338429571247,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.49299999999999955}",20,0,-12.382973563173298,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
508,False,"{'a': 0.2, 'e': 0.49199999999999955}",25,13,-80.8594500989093,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
509,False,"{'a': 0.2, 'e': 0.49099999999999955}",20,9,-38.74154976936936,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
510,False,"{'a': 0.2, 'e': 0.48999999999999955}",20,0,-56.94270393355294,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
511,False,"{'a': 0.2, 'e': 0.48899999999999955}",25,0,-29.071722282366242,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
512,False,"{'a': 0.2, 'e': 0.48799999999999955}",20,0,-32.19897387520705,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
513,False,"{'a': 0.2, 'e': 0.48699999999999954}",30,0,-76.14887975847765,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
514,False,"{'a': 0.2, 'e': 0.48599999999999954}",20,15,0.7715398300292284,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.48499999999999954}",25,0,-59.406560868460865,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
516,False,"{'a': 0.2, 'e': 0.48399999999999954}",20,9,-21.67477814589619,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.48299999999999954}",25,0,-30.92103662346831,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
518,False,"{'a': 0.2, 'e': 0.48199999999999954}",20,0,-37.1900680186207,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
519,False,"{'a': 0.2, 'e': 0.48099999999999954}",20,0,-7.368113212153304,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
520,False,"{'a': 0.2, 'e': 0.47999999999999954}",25,0,-31.271521253717328,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
521,False,"{'a': 0.2, 'e': 0.47899999999999954}",20,13,-22.68500967082522,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
522,False,"{'a': 0.2, 'e': 0.47799999999999954}",20,6,-67.11381651055383,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
523,False,"{'a': 0.2, 'e': 0.47699999999999954}",25,0,-8.710684168624221,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
524,False,"{'a': 0.2, 'e': 0.47599999999999953}",25,18,-51.40017867661938,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
525,False,"{'a': 0.2, 'e': 0.47499999999999953}",20,0,24.257167243298927,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.2, 'e': 0.47399999999999953}",30,3,-76.9598469025991,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 1}",1
527,False,"{'a': 0.2, 'e': 0.47299999999999953}",20,3,-20.619911267312926,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
528,False,"{'a': 0.2, 'e': 0.47199999999999953}",20,1,-8.911742807038388,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.47099999999999953}",25,0,-31.895594699271157,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
530,False,"{'a': 0.2, 'e': 0.46999999999999953}",20,0,-29.943973022026068,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
531,False,"{'a': 0.2, 'e': 0.46899999999999953}",20,3,-9.595441195443493,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
532,False,"{'a': 0.2, 'e': 0.4679999999999995}",25,3,-107.56450098243953,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 2}",1
533,False,"{'a': 0.2, 'e': 0.4669999999999995}",25,10,-1.3043898010271726,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.4659999999999995}",25,13,-34.511101989668845,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
535,False,"{'a': 0.2, 'e': 0.4649999999999995}",30,0,7.621501647692874,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
536,False,"{'a': 0.2, 'e': 0.4639999999999995}",20,5,-34.59161299102646,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
537,False,"{'a': 0.2, 'e': 0.4629999999999995}",25,0,-36.16887587366167,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
538,False,"{'a': 0.2, 'e': 0.4619999999999995}",20,0,-26.339289704299624,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.4609999999999995}",25,0,-62.621013023283304,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
540,False,"{'a': 0.2, 'e': 0.4599999999999995}",20,0,-113.1567459456809,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
541,False,"{'a': 0.2, 'e': 0.4589999999999995}",20,13,-39.73873937697383,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
542,False,"{'a': 0.2, 'e': 0.4579999999999995}",20,10,14.676513342408432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.4569999999999995}",20,0,-93.87492927012403,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
544,False,"{'a': 0.2, 'e': 0.4559999999999995}",20,0,-17.71215497645204,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
545,False,"{'a': 0.2, 'e': 0.4549999999999995}",20,4,15.2082163132343,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.2, 'e': 0.4539999999999995}",20,0,-27.883240448786932,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
547,False,"{'a': 0.2, 'e': 0.4529999999999995}",20,0,-68.89791802679386,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
548,False,"{'a': 0.2, 'e': 0.4519999999999995}",25,18,13.671981930618015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.2, 'e': 0.4509999999999995}",30,23,15.381046202913552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.4499999999999995}",25,11,-3.5322640868459914,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.4489999999999995}",25,17,15.474999546198514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.2, 'e': 0.4479999999999995}",25,5,24.6528754323137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.2, 'e': 0.4469999999999995}",20,6,-23.313027203970066,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
