trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.2, 'e': 0.999}",35,0,-258.9105159353212,"{0: 12, 1: 7, 2: 12, 3: 2, 4: 2}",0
2,False,"{'a': 0.2, 'e': 0.998}",20,0,-192.16691433183328,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
3,False,"{'a': 0.2, 'e': 0.997}",20,0,-46.719881430094446,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
4,False,"{'a': 0.2, 'e': 0.996}",20,0,-118.24581162091177,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
5,False,"{'a': 0.2, 'e': 0.995}",20,10,-42.43880199739655,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
6,False,"{'a': 0.2, 'e': 0.994}",20,0,-65.65343172167229,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
7,False,"{'a': 0.2, 'e': 0.993}",20,0,-109.76806296950123,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
8,False,"{'a': 0.2, 'e': 0.992}",35,0,-300.4950277408417,"{0: 13, 1: 8, 2: 7, 3: 4, 4: 3}",0
9,False,"{'a': 0.2, 'e': 0.991}",25,0,-142.74987725159988,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
10,False,"{'a': 0.2, 'e': 0.99}",25,0,-193.48744220717492,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
11,False,"{'a': 0.2, 'e': 0.989}",20,0,-77.74380931974912,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.2, 'e': 0.988}",25,0,-132.29627187251452,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
13,False,"{'a': 0.2, 'e': 0.987}",20,0,-128.72016312120417,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
14,False,"{'a': 0.2, 'e': 0.986}",25,8,-65.20304706529134,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
15,False,"{'a': 0.2, 'e': 0.985}",20,0,-206.46519832385889,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
16,False,"{'a': 0.2, 'e': 0.984}",25,0,-160.4622685706687,"{0: 10, 1: 4, 2: 9, 3: 1, 4: 1}",0
17,False,"{'a': 0.2, 'e': 0.983}",20,0,-153.23156764872124,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
18,False,"{'a': 0.2, 'e': 0.982}",20,0,-96.29078270025211,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
19,False,"{'a': 0.2, 'e': 0.981}",20,10,1.2788464565021667,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.2, 'e': 0.98}",30,0,-356.19459092899524,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 6}",0
21,False,"{'a': 0.2, 'e': 0.979}",30,0,-177.73512114495085,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",1
22,False,"{'a': 0.2, 'e': 0.978}",25,0,-77.65034602275566,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 0.2, 'e': 0.977}",25,0,-144.82626491219196,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
24,False,"{'a': 0.2, 'e': 0.976}",20,0,-57.179403429876245,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
25,False,"{'a': 0.2, 'e': 0.975}",20,4,-58.60547074554262,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
26,False,"{'a': 0.2, 'e': 0.974}",20,0,-117.1229056962306,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
27,False,"{'a': 0.2, 'e': 0.973}",25,0,-151.99178937427487,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
28,False,"{'a': 0.2, 'e': 0.972}",30,0,-181.94603270614186,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
29,False,"{'a': 0.2, 'e': 0.971}",25,5,-121.29061583120111,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",1
30,False,"{'a': 0.2, 'e': 0.97}",30,0,-87.52747315081854,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
31,False,"{'a': 0.2, 'e': 0.969}",30,0,-133.79261343908306,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
32,False,"{'a': 0.2, 'e': 0.968}",20,9,-51.88382632779363,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
33,False,"{'a': 0.2, 'e': 0.967}",25,7,-96.67090931849455,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 1}",1
34,False,"{'a': 0.2, 'e': 0.966}",35,0,-235.42515773355026,"{0: 17, 1: 6, 2: 8, 3: 1, 4: 3}",0
35,False,"{'a': 0.2, 'e': 0.965}",20,0,-155.3570762707044,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
36,False,"{'a': 0.2, 'e': 0.964}",20,0,-114.11350195556898,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
37,False,"{'a': 0.2, 'e': 0.963}",20,0,-156.05817588182262,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
38,False,"{'a': 0.2, 'e': 0.962}",30,0,-121.32402265461828,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
39,False,"{'a': 0.2, 'e': 0.961}",25,0,-184.13363023484598,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
40,False,"{'a': 0.2, 'e': 0.96}",20,0,-80.94307842906915,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
41,False,"{'a': 0.2, 'e': 0.959}",20,0,-82.81914441560934,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
42,False,"{'a': 0.2, 'e': 0.958}",30,0,-80.73950246897577,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
43,False,"{'a': 0.2, 'e': 0.957}",30,8,-164.8929199037004,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 3}",1
44,False,"{'a': 0.2, 'e': 0.956}",35,0,-174.4249982730531,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
45,False,"{'a': 0.2, 'e': 0.955}",25,1,-137.06592763338213,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 2}",1
46,False,"{'a': 0.2, 'e': 0.954}",20,11,1.3228178267887343,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.2, 'e': 0.953}",20,0,-104.44781941789029,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.2, 'e': 0.952}",20,0,-100.84047783650888,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
49,False,"{'a': 0.2, 'e': 0.951}",20,0,-76.39430244498614,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
50,False,"{'a': 0.2, 'e': 0.95}",20,1,-97.20650708779114,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 1}",1
51,False,"{'a': 0.2, 'e': 0.949}",25,0,-47.915299449710105,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",1
52,False,"{'a': 0.2, 'e': 0.948}",30,0,-198.58465288177345,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
53,False,"{'a': 0.2, 'e': 0.947}",20,0,-190.80654399689288,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
54,False,"{'a': 0.2, 'e': 0.946}",30,0,-197.19542167030417,"{0: 16, 1: 0, 2: 11, 3: 1, 4: 2}",0
55,False,"{'a': 0.2, 'e': 0.945}",30,0,-164.19733929898197,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
56,False,"{'a': 0.2, 'e': 0.944}",20,0,-45.59304858794011,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
57,False,"{'a': 0.2, 'e': 0.943}",25,0,-83.3710596797863,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.2, 'e': 0.942}",20,0,-44.323180593399925,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
59,False,"{'a': 0.2, 'e': 0.941}",25,0,-131.8224732734118,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
60,False,"{'a': 0.2, 'e': 0.94}",20,0,-222.34808558178975,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 4}",0
61,False,"{'a': 0.2, 'e': 0.939}",20,0,-49.483847773409906,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
62,False,"{'a': 0.2, 'e': 0.938}",25,0,-164.73428071355883,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
63,False,"{'a': 0.2, 'e': 0.9369999999999999}",20,0,-19.76508236705142,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
64,False,"{'a': 0.2, 'e': 0.9359999999999999}",30,0,-58.74047571421796,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
65,False,"{'a': 0.2, 'e': 0.9349999999999999}",20,12,-74.86672156530898,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 1}",1
66,False,"{'a': 0.2, 'e': 0.9339999999999999}",20,0,-9.10609082406553,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
67,False,"{'a': 0.2, 'e': 0.9329999999999999}",20,0,-57.75539251050366,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
68,False,"{'a': 0.2, 'e': 0.9319999999999999}",25,0,-187.67586612851596,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
69,False,"{'a': 0.2, 'e': 0.9309999999999999}",20,0,-136.50565969954485,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
70,False,"{'a': 0.2, 'e': 0.9299999999999999}",20,0,-65.4170207775264,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
71,False,"{'a': 0.2, 'e': 0.9289999999999999}",25,7,-70.77698826458267,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
72,False,"{'a': 0.2, 'e': 0.9279999999999999}",20,0,-143.35041118213798,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
73,False,"{'a': 0.2, 'e': 0.9269999999999999}",35,0,-119.96237917802937,"{0: 26, 1: 4, 2: 1, 3: 2, 4: 2}",0
74,False,"{'a': 0.2, 'e': 0.9259999999999999}",25,0,-168.22344491349088,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
75,False,"{'a': 0.2, 'e': 0.9249999999999999}",25,0,-104.39197884331833,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
76,False,"{'a': 0.2, 'e': 0.9239999999999999}",25,0,-182.315096147346,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
77,False,"{'a': 0.2, 'e': 0.9229999999999999}",25,0,-62.97834210181944,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.2, 'e': 0.9219999999999999}",25,0,-122.58009634030103,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
79,False,"{'a': 0.2, 'e': 0.9209999999999999}",25,0,-85.10278315484652,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.2, 'e': 0.9199999999999999}",35,0,-131.02739193594067,"{0: 23, 1: 5, 2: 5, 3: 0, 4: 2}",0
81,False,"{'a': 0.2, 'e': 0.9189999999999999}",30,0,-55.58366466974466,"{0: 18, 1: 9, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.2, 'e': 0.9179999999999999}",20,0,-40.63104812704523,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.2, 'e': 0.9169999999999999}",20,0,-135.09722912507155,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
84,False,"{'a': 0.2, 'e': 0.9159999999999999}",30,0,-163.99393304818562,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
85,False,"{'a': 0.2, 'e': 0.9149999999999999}",20,0,-82.08834909900071,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.2, 'e': 0.9139999999999999}",20,0,-94.9576251294969,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
87,False,"{'a': 0.2, 'e': 0.9129999999999999}",20,0,-122.77501892095951,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
88,False,"{'a': 0.2, 'e': 0.9119999999999999}",25,0,-146.5173866167929,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.2, 'e': 0.9109999999999999}",20,0,-69.13941114471935,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.2, 'e': 0.9099999999999999}",25,0,-202.17648414125946,"{0: 13, 1: 4, 2: 2, 3: 3, 4: 3}",0
91,False,"{'a': 0.2, 'e': 0.9089999999999999}",25,0,-117.41123875769301,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
92,False,"{'a': 0.2, 'e': 0.9079999999999999}",30,3,-50.90754551208473,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 0}",1
93,False,"{'a': 0.2, 'e': 0.9069999999999999}",25,0,-136.2355790343222,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
94,False,"{'a': 0.2, 'e': 0.9059999999999999}",20,0,-139.73405866213668,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
95,False,"{'a': 0.2, 'e': 0.9049999999999999}",25,0,-87.3006945194782,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
96,False,"{'a': 0.2, 'e': 0.9039999999999999}",30,3,-112.85830064693843,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 2}",1
97,False,"{'a': 0.2, 'e': 0.9029999999999999}",35,0,-284.4419021084075,"{0: 17, 1: 6, 2: 7, 3: 0, 4: 5}",0
98,False,"{'a': 0.2, 'e': 0.9019999999999999}",25,0,-93.89108395751714,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
99,False,"{'a': 0.2, 'e': 0.9009999999999999}",20,14,8.6815873684243,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.2, 'e': 0.8999999999999999}",25,0,-190.5486539568379,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
101,False,"{'a': 0.2, 'e': 0.8989999999999999}",20,0,-114.78652127655857,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
102,False,"{'a': 0.2, 'e': 0.8979999999999999}",20,0,-51.825413409221134,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
103,False,"{'a': 0.2, 'e': 0.8969999999999999}",20,0,-128.27474077256437,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
104,False,"{'a': 0.2, 'e': 0.8959999999999999}",20,0,-19.27924297194311,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
105,False,"{'a': 0.2, 'e': 0.8949999999999999}",20,0,-40.96701526612251,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.2, 'e': 0.8939999999999999}",25,0,-59.02776348166499,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.2, 'e': 0.8929999999999999}",25,0,-154.2203091827203,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
108,False,"{'a': 0.2, 'e': 0.8919999999999999}",30,13,-48.7498697590319,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
109,False,"{'a': 0.2, 'e': 0.8909999999999999}",20,0,-129.35558520630096,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
110,False,"{'a': 0.2, 'e': 0.8899999999999999}",20,0,-63.74742782850595,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
111,False,"{'a': 0.2, 'e': 0.8889999999999999}",35,3,-104.94512989122707,"{0: 22, 1: 3, 2: 5, 3: 1, 4: 1}",1
112,False,"{'a': 0.2, 'e': 0.8879999999999999}",20,0,-107.94096483290778,"{0: 7, 1: 5, 2: 7, 3: 1, 4: 0}",0
113,False,"{'a': 0.2, 'e': 0.8869999999999999}",20,0,-60.55609532794088,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
114,False,"{'a': 0.2, 'e': 0.8859999999999999}",20,0,-133.14799343931293,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
115,False,"{'a': 0.2, 'e': 0.8849999999999999}",20,0,-92.9501404500856,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.2, 'e': 0.8839999999999999}",25,0,-159.22894587077198,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
117,False,"{'a': 0.2, 'e': 0.8829999999999999}",35,0,-74.80493289859561,"{0: 22, 1: 7, 2: 6, 3: 0, 4: 0}",0
118,False,"{'a': 0.2, 'e': 0.8819999999999999}",35,0,-195.0958569706373,"{0: 21, 1: 2, 2: 9, 3: 0, 4: 3}",0
119,False,"{'a': 0.2, 'e': 0.8809999999999999}",20,3,-59.25417535441016,"{0: 10, 1: 6, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.2, 'e': 0.8799999999999999}",20,3,-30.990557647476976,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.2, 'e': 0.8789999999999999}",35,0,-187.9499409565492,"{0: 23, 1: 4, 2: 4, 3: 0, 4: 4}",0
122,False,"{'a': 0.2, 'e': 0.8779999999999999}",30,0,-97.39347981592039,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
123,False,"{'a': 0.2, 'e': 0.8769999999999999}",20,0,-160.1194853974612,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
124,False,"{'a': 0.2, 'e': 0.8759999999999999}",25,0,-141.8679759336486,"{0: 13, 1: 4, 2: 4, 3: 3, 4: 1}",0
125,False,"{'a': 0.2, 'e': 0.8749999999999999}",25,7,-53.09102072492371,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.8739999999999999}",20,0,-101.13486882561817,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.2, 'e': 0.8729999999999999}",35,11,-168.65633575354096,"{0: 11, 1: 7, 2: 3, 3: 0, 4: 3}",1
128,False,"{'a': 0.2, 'e': 0.8719999999999999}",35,16,-54.562581401741994,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.8709999999999999}",30,0,-104.00920718859746,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 2}",0
130,False,"{'a': 0.2, 'e': 0.8699999999999999}",20,0,-139.2921615669551,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
131,False,"{'a': 0.2, 'e': 0.8689999999999999}",25,0,-115.62522635255655,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
132,False,"{'a': 0.2, 'e': 0.8679999999999999}",20,0,-120.7874761590312,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
133,False,"{'a': 0.2, 'e': 0.8669999999999999}",25,0,-108.96636656535559,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
134,False,"{'a': 0.2, 'e': 0.8659999999999999}",25,0,-113.80237783825436,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
135,False,"{'a': 0.2, 'e': 0.8649999999999999}",20,5,-68.43309424936149,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
136,False,"{'a': 0.2, 'e': 0.8639999999999999}",25,0,-36.69222357481722,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
137,False,"{'a': 0.2, 'e': 0.8629999999999999}",20,0,-123.35756912851436,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
138,False,"{'a': 0.2, 'e': 0.8619999999999999}",20,3,-81.20586774651991,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
139,False,"{'a': 0.2, 'e': 0.8609999999999999}",25,14,-5.564801924683701,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.2, 'e': 0.8599999999999999}",35,0,-252.4501187206261,"{0: 20, 1: 6, 2: 3, 3: 1, 4: 5}",0
141,False,"{'a': 0.2, 'e': 0.8589999999999999}",20,0,-119.68582351180628,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
142,False,"{'a': 0.2, 'e': 0.8579999999999999}",20,12,-11.821007685096802,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.8569999999999999}",20,0,-97.25638018559398,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
144,False,"{'a': 0.2, 'e': 0.8559999999999999}",30,0,-224.56273796172815,"{0: 17, 1: 1, 2: 8, 3: 0, 4: 4}",0
145,False,"{'a': 0.2, 'e': 0.8549999999999999}",20,0,-105.3055267409742,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
146,False,"{'a': 0.2, 'e': 0.8539999999999999}",25,0,-160.58074025907803,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
147,False,"{'a': 0.2, 'e': 0.8529999999999999}",35,1,-269.6660533336219,"{0: 18, 1: 1, 2: 9, 3: 2, 4: 4}",1
148,False,"{'a': 0.2, 'e': 0.8519999999999999}",20,0,-97.58873874771376,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
149,False,"{'a': 0.2, 'e': 0.8509999999999999}",30,0,-148.43314949882287,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
150,False,"{'a': 0.2, 'e': 0.8499999999999999}",30,3,-75.05600507135418,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 1}",1
151,False,"{'a': 0.2, 'e': 0.8489999999999999}",20,8,-69.96455329950221,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
152,False,"{'a': 0.2, 'e': 0.8479999999999999}",20,11,-14.0140807313279,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.8469999999999999}",25,0,-170.13504910234875,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
154,False,"{'a': 0.2, 'e': 0.8459999999999999}",30,0,-239.85558130137196,"{0: 15, 1: 5, 2: 5, 3: 1, 4: 4}",0
155,False,"{'a': 0.2, 'e': 0.8449999999999999}",20,0,-173.34007012764323,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
156,False,"{'a': 0.2, 'e': 0.8439999999999999}",25,0,-144.10149894249312,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 1}",0
157,False,"{'a': 0.2, 'e': 0.8429999999999999}",25,0,-58.323906548547335,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
158,False,"{'a': 0.2, 'e': 0.8419999999999999}",30,0,-93.54013108664265,"{0: 21, 1: 0, 2: 6, 3: 3, 4: 0}",0
159,False,"{'a': 0.2, 'e': 0.8409999999999999}",30,11,-96.79993767460832,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 1}",1
160,False,"{'a': 0.2, 'e': 0.8399999999999999}",25,0,-94.37558605911379,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
161,False,"{'a': 0.2, 'e': 0.8389999999999999}",25,0,-127.81955339203739,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
162,False,"{'a': 0.2, 'e': 0.8379999999999999}",20,12,-13.252979567630844,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.8369999999999999}",35,4,-181.94584437322288,"{0: 16, 1: 3, 2: 8, 3: 2, 4: 2}",1
164,False,"{'a': 0.2, 'e': 0.8359999999999999}",20,0,-90.56481056687116,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
165,False,"{'a': 0.2, 'e': 0.8349999999999999}",25,0,-23.2269770431507,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
166,False,"{'a': 0.2, 'e': 0.8339999999999999}",20,0,-111.38540686748175,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
167,False,"{'a': 0.2, 'e': 0.8329999999999999}",35,11,-52.33310493250054,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
168,False,"{'a': 0.2, 'e': 0.8319999999999999}",25,0,-64.6360967361313,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
169,False,"{'a': 0.2, 'e': 0.8309999999999998}",20,0,-38.0855962103545,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
170,False,"{'a': 0.2, 'e': 0.8299999999999998}",25,0,-33.161350425077124,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
171,False,"{'a': 0.2, 'e': 0.8289999999999998}",20,4,8.27646264569779,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.8279999999999998}",20,0,-104.31249595143649,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
173,False,"{'a': 0.2, 'e': 0.8269999999999998}",20,0,-51.74182348210145,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
174,False,"{'a': 0.2, 'e': 0.8259999999999998}",25,0,-74.48528278865192,"{0: 17, 1: 4, 2: 1, 3: 3, 4: 0}",0
175,False,"{'a': 0.2, 'e': 0.8249999999999998}",20,0,-37.44362652997482,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
176,False,"{'a': 0.2, 'e': 0.8239999999999998}",20,0,-125.67716940980196,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
177,False,"{'a': 0.2, 'e': 0.8229999999999998}",25,0,-175.1244729396022,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
178,False,"{'a': 0.2, 'e': 0.8219999999999998}",20,0,-44.14375316968919,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
179,False,"{'a': 0.2, 'e': 0.8209999999999998}",20,0,-51.247685976066904,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
180,False,"{'a': 0.2, 'e': 0.8199999999999998}",25,0,-122.21331778413779,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
181,False,"{'a': 0.2, 'e': 0.8189999999999998}",25,0,-77.56306749807993,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
182,False,"{'a': 0.2, 'e': 0.8179999999999998}",30,0,-116.05161505578317,"{0: 19, 1: 0, 2: 10, 3: 0, 4: 1}",0
183,False,"{'a': 0.2, 'e': 0.8169999999999998}",30,13,-45.80967091873976,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.8159999999999998}",25,0,-57.7622731178383,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
185,False,"{'a': 0.2, 'e': 0.8149999999999998}",20,0,-34.90341864675018,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
186,False,"{'a': 0.2, 'e': 0.8139999999999998}",25,0,-35.014130202355965,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
187,False,"{'a': 0.2, 'e': 0.8129999999999998}",20,4,-58.00077257311518,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
